Email,PhoneNumber,CreditScore,AgeGroup,FamilyBackground,Income,Comments,Intent
user436@test.com,+91-9361043529,377,36-50,Married,495865,wrong number,0
user437@test.com,+91-9705068050,355,26-35,Single,916617,,0
user438@test.com,+91-9802088160,573,51+,Married with Kids,313402,,0
user439@test.com,+91-9346756473,369,36-50,Married with Kids,860688,,0
user440@test.com,+91-9363350566,698,51+,Married,873041,not interested,0
user441@test.com,+91-9620661315,719,36-50,Single,179977,,1
user442@test.com,+91-9737236294,654,26-35,Married with Kids,916768,,0
user443@test.com,+91-9637414177,604,51+,Married with Kids,963135,,1
user444@test.com,+91-9481314881,677,51+,Single,528693,,1
user445@test.com,+91-9425431983,602,18-25,Married with Kids,274126,wrong number,0
user446@test.com,+91-9680855589,440,26-35,Married with Kids,154623,,0
user447@test.com,+91-9986616043,510,36-50,Single,348371,,0
user448@test.com,+91-9891529405,488,36-50,Single,539073,,1
user449@test.com,+91-9988127310,340,18-25,Married,605984,,0
user450@test.com,+91-9132724824,848,36-50,Married with Kids,294729,,0
user451@test.com,+91-9331362314,364,51+,Married with Kids,630558,,0
user452@test.com,+91-9423835179,350,36-50,Single,605487,,0
user453@test.com,+91-9537153864,372,36-50,Married with Kids,955867,,0
user454@test.com,+91-9433424680,417,36-50,Married with Kids,202080,,0
user455@test.com,+91-9172870638,729,26-35,Married,556555,,1
user456@test.com,+91-9582883057,327,51+,Married with Kids,318635,,1
user457@test.com,+91-9472223880,379,36-50,Married with Kids,672130,,1
user458@test.com,+91-9734033203,738,51+,Single,465658,,1
user459@test.com,+91-9869177762,618,18-25,Married,652391,,1
user460@test.com,+91-9541116720,471,18-25,Married,461836,,1
user461@test.com,+91-9573721251,817,18-25,Single,398996,,0
user462@test.com,+91-9380642594,662,36-50,Married with Kids,932479,,1
user463@test.com,+91-9526388949,470,51+,Married,712697,,0
user464@test.com,+91-9668905031,624,36-50,Single,564861,call me back,1
user465@test.com,+91-9874187987,779,36-50,Single,631722,,1
user466@test.com,+91-9343849708,655,26-35,Single,492494,,0
user467@test.com,+91-9453063664,354,18-25,Single,105925,,0
user468@test.com,+91-9327529488,823,26-35,Single,498817,,1
user469@test.com,+91-9865561356,516,26-35,Married with Kids,737205,ready to proceed,1
user470@test.com,+91-9222992608,784,36-50,Married,163985,,0
user471@test.com,+91-9409576486,575,18-25,Married,239311,,0
user472@test.com,+91-9581731432,822,36-50,Single,541620,,1
user473@test.com,+91-9285454087,573,36-50,Married,627936,,0
user474@test.com,+91-9889080860,729,36-50,Married,875742,very interested,1
user475@test.com,+91-9662734402,753,36-50,Married,746020,,0
user476@test.com,+91-9722995217,791,51+,Married with Kids,421202,,1
user477@test.com,+91-9661642804,762,36-50,Married,473297,,0
user478@test.com,+91-9219190784,514,26-35,Married,984743,,1
user479@test.com,+91-9755198810,744,51+,Married,806029,,1
user480@test.com,+91-9568917228,798,26-35,Married,651364,,1
user481@test.com,+91-9194242808,509,36-50,Married with Kids,236751,call me back,1
user482@test.com,+91-9402189749,692,36-50,Married,200537,,1
user483@test.com,+91-9137460722,621,26-35,Married,894586,,0
user484@test.com,+91-9903874767,345,18-25,Married,589552,,1
user485@test.com,+91-9414253558,769,36-50,Married with Kids,140794,,0
user486@test.com,+91-9780852395,545,26-35,Single,625978,,1
user487@test.com,+91-9204819705,362,36-50,Single,687641,,0
user488@test.com,+91-9349272042,647,26-35,Single,642900,looking for a quote urgently,1
user489@test.com,+91-9248287561,407,26-35,Married,397685,,0
user490@test.com,+91-9464485018,629,36-50,Married,971299,,1
user491@test.com,+91-9405554241,360,51+,Married,940067,,0
user492@test.com,+91-9233231207,758,36-50,Married,914714,,1
user493@test.com,+91-9358671968,496,51+,Married,703541,,1
user494@test.com,+91-9248398767,624,51+,Married with Kids,587938,,1
user495@test.com,+91-9251833693,417,36-50,Married with Kids,930771,,0
user496@test.com,+91-9290766745,697,51+,Single,750675,call me back,1
user497@test.com,+91-9936045147,492,51+,Married with Kids,952177,,1
user498@test.com,+91-9168670946,579,51+,Married,956304,,1
user499@test.com,+91-9653134610,577,26-35,Married,644258,,0
user500@test.com,+91-9602958447,463,51+,Married with Kids,264419,,0
user501@test.com,+91-9124040365,743,36-50,Married,271890,,1
user502@test.com,+91-9805758341,780,18-25,Married with Kids,574342,,1
user503@test.com,+91-9242996501,578,26-35,Married with Kids,389669,,0
user504@test.com,+91-9843222443,619,36-50,Married,887819,,1
user505@test.com,+91-9504892815,560,18-25,Married,973713,call me back,1
user506@test.com,+91-9161031990,678,18-25,Married with Kids,991114,,1
user507@test.com,+91-9559196662,822,36-50,Married,730693,,1
user508@test.com,+91-9628991764,782,51+,Married,979786,,1
user509@test.com,+91-9703259493,579,26-35,Single,805510,just browsing,0
user510@test.com,+91-9911998783,543,51+,Married with Kids,874704,,1
user511@test.com,+91-9883541171,841,26-35,Married,609482,,1
user512@test.com,+91-9980717828,452,51+,Married,262116,,0
user513@test.com,+91-9682680555,491,26-35,Single,583442,,0
user514@test.com,+91-9670269211,679,36-50,Single,626874,unsubscribe,0
user515@test.com,+91-9553447253,323,26-35,Married,874354,,0
user516@test.com,+91-9146227266,396,36-50,Married with Kids,231923,,0
user517@test.com,+91-9205499374,754,26-35,Married with Kids,968058,,1
user518@test.com,+91-9796427370,710,51+,Married,638023,,1
user519@test.com,+91-9394865217,460,18-25,Married,572105,,1
user520@test.com,+91-9932815471,644,36-50,Married,502601,,1
user521@test.com,+91-9998274657,705,36-50,Married with Kids,833753,,0
user522@test.com,+91-9144736320,322,26-35,Single,589613,unsubscribe,0
user523@test.com,+91-9289255336,492,36-50,Married with Kids,403722,,0
user524@test.com,+91-9916221591,495,36-50,Single,626537,,0
user525@test.com,+91-9628646852,688,18-25,Single,666780,,0
user526@test.com,+91-9669562772,398,18-25,Married,245573,,0
user527@test.com,+91-9399745195,788,51+,Single,751656,,1
user528@test.com,+91-9276936325,568,36-50,Married,897249,call me back,1
user529@test.com,+91-9117958147,674,51+,Single,290618,,0
user530@test.com,+91-9460218968,411,36-50,Married,292571,,0
user531@test.com,+91-9756381522,349,51+,Married with Kids,943137,,1
user532@test.com,+91-9499541402,811,36-50,Single,722411,,0
user533@test.com,+91-9385040381,359,26-35,Married,193049,,0
user534@test.com,+91-9746419023,542,36-50,Married,504631,,1
user535@test.com,+91-9208499432,512,18-25,Married,311806,,0
user536@test.com,+91-9701884694,751,51+,Married with Kids,333829,call me back,1
user537@test.com,+91-9343365539,822,36-50,Married,676349,ready to proceed,1
user538@test.com,+91-9423843292,552,18-25,Married with Kids,903679,,1
user539@test.com,+91-9416879771,779,51+,Single,103464,looking for a quote urgently,1
user540@test.com,+91-9570636636,835,51+,Single,679773,,1
user541@test.com,+91-9549665665,425,26-35,Married with Kids,155639,,0
user542@test.com,+91-9417041198,458,36-50,Single,904257,,1
user543@test.com,+91-9157488547,513,51+,Married,150614,wrong number,0
user544@test.com,+91-9970852145,379,36-50,Single,736962,,1
user545@test.com,+91-9423361949,448,26-35,Single,728638,wrong number,0
user546@test.com,+91-9861215046,627,51+,Single,265583,do not contact,0
user547@test.com,+91-9153720651,536,36-50,Single,591060,,1
user548@test.com,+91-9381359660,319,18-25,Married,848694,,0
user549@test.com,+91-9521318609,836,18-25,Married,680038,,1
user550@test.com,+91-9487071135,586,51+,Married,511045,,0
user551@test.com,+91-9164129012,642,18-25,Single,730347,,1
user552@test.com,+91-9698231433,384,36-50,Single,780344,,0
user553@test.com,+91-9124516948,425,36-50,Single,709354,,0
user554@test.com,+91-9999162454,366,36-50,Single,730861,call me back,1
user555@test.com,+91-9464276762,697,36-50,Single,867347,ready to proceed,1
user556@test.com,+91-9548884597,358,26-35,Married with Kids,123045,,0
user557@test.com,+91-9207580034,491,18-25,Married with Kids,238824,,0
user558@test.com,+91-9631902708,655,26-35,Single,367114,,1
user559@test.com,+91-9275990417,774,51+,Married with Kids,955670,,1
user560@test.com,+91-9954925496,702,26-35,Married with Kids,549686,,0
user561@test.com,+91-9763084513,482,36-50,Married,263146,,0
user562@test.com,+91-9747897631,584,51+,Married,688711,call me back,1
user563@test.com,+91-9730631062,477,36-50,Married,704569,,1
user564@test.com,+91-9690404544,546,26-35,Single,495210,,1
user565@test.com,+91-9969314887,829,18-25,Single,945908,,0
user566@test.com,+91-9526907239,611,26-35,Married,505061,,0
user567@test.com,+91-9805991749,489,51+,Married with Kids,970472,,0
user568@test.com,+91-9681950985,645,36-50,Married with Kids,393580,looking for a quote urgently,1
user569@test.com,+91-9103586004,747,36-50,Married,251674,,1
user570@test.com,+91-9811895874,661,51+,Married with Kids,731102,,1
user571@test.com,+91-9769579022,394,51+,Married with Kids,364561,,0
user572@test.com,+91-9620808895,663,18-25,Single,494555,,0
user573@test.com,+91-9798322872,386,18-25,Married with Kids,445560,,0
user574@test.com,+91-9358298225,426,51+,Married with Kids,586044,,0
user575@test.com,+91-9382909927,381,51+,Married with Kids,747527,,1
user576@test.com,+91-9671591242,375,26-35,Single,190698,,0
user577@test.com,+91-9183476070,833,36-50,Single,738255,,1
user578@test.com,+91-9116811511,760,36-50,Single,703121,,1
user579@test.com,+91-9186208272,499,18-25,Married,359857,,0
user580@test.com,+91-9815281499,418,26-35,Single,892980,,0
user581@test.com,+91-9589931424,509,26-35,Single,506657,,1
user582@test.com,+91-9179859268,316,18-25,Married with Kids,805142,,0
user583@test.com,+91-9443508126,301,18-25,Single,545011,,0
user584@test.com,+91-9846968214,587,26-35,Married,873618,do not contact,0
user585@test.com,+91-9431635303,589,26-35,Single,736069,,1
user586@test.com,+91-9348190147,616,18-25,Single,422297,,0
user587@test.com,+91-9578304466,384,18-25,Single,871837,,0
user588@test.com,+91-9401169788,620,51+,Married,515721,,1
user589@test.com,+91-9973051810,808,26-35,Single,224139,,1
user590@test.com,+91-9554133353,468,51+,Married,573568,,0
user591@test.com,+91-9910918506,670,51+,Single,278776,,0
user592@test.com,+91-9227981688,303,51+,Married,758711,,0
user593@test.com,+91-9974608790,626,36-50,Single,310906,wrong number,0
user594@test.com,+91-9615880781,768,51+,Single,900735,,1
user595@test.com,+91-9339882913,655,36-50,Married with Kids,220264,,1
user596@test.com,+91-9848649293,733,36-50,Married,604129,,0
user597@test.com,+91-9220362117,789,26-35,Single,198436,,1
user598@test.com,+91-9397536563,710,26-35,Married with Kids,364153,looking for a quote urgently,1
user599@test.com,+91-9275298674,385,18-25,Married,418803,do not contact,0
user600@test.com,+91-9941168632,457,51+,Single,888050,,1
user601@test.com,+91-9884401056,630,51+,Married,550267,,1
user602@test.com,+91-9614477869,578,36-50,Married,115922,,1
user603@test.com,+91-9803865946,671,36-50,Married,418201,,0
user604@test.com,+91-9662284793,424,18-25,Married,374779,,1
user605@test.com,+91-9964223764,796,18-25,Married,758855,,0
user606@test.com,+91-9938767176,620,51+,Married with Kids,164843,,1
user607@test.com,+91-9847902086,364,51+,Married with Kids,454844,,0
user608@test.com,+91-9685699510,556,26-35,Single,404835,,1
user609@test.com,+91-9418843601,346,51+,Married with Kids,752112,,1
user610@test.com,+91-9492387646,809,36-50,Single,649854,,1
user611@test.com,+91-9333382860,732,18-25,Married,369754,,0
user612@test.com,+91-9199804682,588,26-35,Single,423046,wrong number,0
user613@test.com,+91-9573845841,372,18-25,Married with Kids,621699,unsubscribe,0
user614@test.com,+91-9400758838,362,51+,Single,374266,,0
user615@test.com,+91-9648895318,327,36-50,Married with Kids,997015,,1
user616@test.com,+91-9242790839,560,26-35,Married,789462,,1
user617@test.com,+91-9493238627,686,26-35,Married,581802,,1
user618@test.com,+91-9645548385,339,26-35,Married,312408,,0
user619@test.com,+91-9734828883,539,26-35,Married,544883,,0
user620@test.com,+91-9473321254,322,18-25,Married,664278,,1
user621@test.com,+91-9927672420,521,51+,Married,468849,,1
user622@test.com,+91-9845996149,686,51+,Married,429730,,0
user623@test.com,+91-9990956430,466,26-35,Married,874522,,0
user624@test.com,+91-9383226538,729,26-35,Married,378152,need this asap,1
user625@test.com,+91-9493013017,534,51+,Single,812746,call me back,1
user626@test.com,+91-9447695020,365,26-35,Married with Kids,885370,very interested,1
user627@test.com,+91-9717912969,742,18-25,Single,248783,,1
user628@test.com,+91-9363434366,323,18-25,Married,237592,just browsing,0
user629@test.com,+91-9283079112,458,18-25,Single,494374,,1
user630@test.com,+91-9298501042,827,18-25,Married,249644,,0
user631@test.com,+91-9881098752,329,51+,Single,315841,,0
user632@test.com,+91-9715255123,417,51+,Single,521386,,0
user633@test.com,+91-9429605970,310,26-35,Married with Kids,809043,,0
user634@test.com,+91-9466895571,664,51+,Married,843677,,0
user635@test.com,+91-9542103292,589,26-35,Married,855432,,0
user636@test.com,+91-9106925620,398,51+,Married with Kids,212887,just browsing,0
user637@test.com,+91-9204653975,567,51+,Married with Kids,679748,,0
user638@test.com,+91-9990407348,722,18-25,Married,584244,,1
user639@test.com,+91-9590832381,460,36-50,Single,293161,,0
user640@test.com,+91-9723895178,804,18-25,Married with Kids,719746,wrong number,0
user641@test.com,+91-9788408298,361,36-50,Married with Kids,900728,,1
user642@test.com,+91-9271324115,844,36-50,Married,322361,,0
user643@test.com,+91-9740335263,586,36-50,Single,469044,,1
user644@test.com,+91-9502396280,547,36-50,Married with Kids,484834,just browsing,0
user645@test.com,+91-9834360178,579,18-25,Married with Kids,845881,,1
user646@test.com,+91-9814470063,622,36-50,Married,168658,,1
user647@test.com,+91-9780342326,570,26-35,Married,771628,do not contact,0
user648@test.com,+91-9534866971,641,36-50,Married,245693,,0
user649@test.com,+91-9106624418,321,36-50,Married with Kids,268571,,0
user650@test.com,+91-9358363422,663,18-25,Married,992850,,1
user651@test.com,+91-9782398481,523,51+,Single,375853,,1
user652@test.com,+91-9172105870,509,18-25,Single,422729,,0
user653@test.com,+91-9898241587,817,51+,Married with Kids,384492,,0
user654@test.com,+91-9792770666,594,26-35,Single,965597,,0
user655@test.com,+91-9922723764,469,26-35,Single,542602,,1
user656@test.com,+91-9620592924,788,36-50,Married,449603,do not contact,0
user657@test.com,+91-9834177320,768,51+,Married with Kids,502729,,1
user658@test.com,+91-9323229321,320,36-50,Married,478515,,1
user659@test.com,+91-9710614251,582,36-50,Married,593193,,1
user660@test.com,+91-9208103787,827,26-35,Single,227411,,0
user661@test.com,+91-9832562983,681,51+,Married with Kids,257008,,0
user662@test.com,+91-9934898946,567,18-25,Married with Kids,201995,,0
user663@test.com,+91-9558322600,838,26-35,Married,219588,looking for a quote urgently,1
user664@test.com,+91-9519159135,326,26-35,Single,723348,,1
user665@test.com,+91-9762326837,384,26-35,Single,570902,,0
user666@test.com,+91-9731798578,615,26-35,Married with Kids,112628,,0
user667@test.com,+91-9609786312,615,26-35,Single,876498,very interested,1
user668@test.com,+91-9498354580,453,51+,Married,187643,,0
user669@test.com,+91-9252136128,835,36-50,Married,474795,,1
user670@test.com,+91-9891633255,722,26-35,Married with Kids,855768,,1
user671@test.com,+91-9327867323,845,51+,Married,304066,,1
user672@test.com,+91-9368826736,792,36-50,Married with Kids,240088,,1
user673@test.com,+91-9739241976,738,26-35,Single,365389,,1
user674@test.com,+91-9535013504,409,36-50,Married,608396,,1
user675@test.com,+91-9226560238,577,26-35,Married with Kids,809458,,1
user676@test.com,+91-9651487773,524,18-25,Married,545349,,0
user677@test.com,+91-9139059487,623,51+,Married with Kids,174276,,0
user678@test.com,+91-9844725000,634,51+,Married,493149,,0
user679@test.com,+91-9971398836,679,36-50,Married,680202,,1
user680@test.com,+91-9210495660,308,18-25,Married,710966,do not contact,0
user681@test.com,+91-9382235617,785,36-50,Single,208021,do not contact,0
user682@test.com,+91-9737100336,363,26-35,Married,296239,,0
user683@test.com,+91-9412029714,573,18-25,Single,903445,wrong number,0
user684@test.com,+91-9276604381,419,18-25,Married,197010,,0
user685@test.com,+91-9224402510,524,36-50,Married with Kids,796910,call me back,1
user686@test.com,+91-9792599422,729,26-35,Married with Kids,633301,,0
user687@test.com,+91-9601555663,662,26-35,Married,715739,,1
user688@test.com,+91-9716416982,766,51+,Married,791390,,1
user689@test.com,+91-9701007038,802,36-50,Married with Kids,504929,call me back,1
user690@test.com,+91-9526610071,475,51+,Married with Kids,505676,just browsing,0
user691@test.com,+91-9629710788,353,26-35,Married,404446,,0
user692@test.com,+91-9554009443,810,18-25,Married with Kids,101500,not interested,0
